29.57	184.2	107.0
27.33	189.1	83.0
31.28	188.3	103.5
40.29	191.4	106.0
40.58	188.1	95.4
26.79	191.6	99.8
32.55	194.2	94.2
26.27	187.1	105.4
29.47	199.2	100.2
29.07	182.1	81.2
23.15	188.6	86.4
24.90	195.7	90.9
23.29	193.6	95.7
31.18	189.9	89.1
26.56	184.2	82.2
25.03	183.0	85.4
35.66	193.5	109.6
29.64	194.6	91.0
30.74	186.2	89.1
28.43	190.1	89.9
33.77	194.1	88.9
40.97	191.9	94.5
23.52	195.3	100.6
28.19	194.0	86.9
26.84	186.9	95.3
26.16	190.0	102.2
28.67	180.3	82.6
24.20	184.5	83.1
27.08	185.8	76.3
24.76	188.7	84.1
23.36	186.1	83.4
25.35	181.5	80.7
24.63	186.5	79.7
24.02	192.8	79.6
24.58	185.6	90.8
30.82	183.9	93.5
32.89	182.0	94.6
33.33	182.9	86.7
33.52	185.4	95.2
29.74	185.2	108.1
36.24	191.6	86.4
28.50	193.1	86.7
29.42	186.5	84.7
26.61	196.3	131.2
23.79	186.6	80.0
24.96	191.7	84.8
25.93	188.0	90.8
22.81	193.0	99.9
25.29	198.4	77.7
26.07	203.9	99.8
26.09	184.0	85.7
23.23	188.8	99.5
33.49	177.1	94.0
31.84	182.5	90.9
42.30	188.8	112.4
35.82	193.2	101.5
35.27	194.4	98.1
26.81	195.3	95.4
38.49	189.8	97.0
32.68	183.9	88.6
34.93	186.5	91.0
26.26	186.6	88.2
27.56	188.5	99.0
23.98	175.2	82.8
29.73	176.3	82.8
31.33	175.7	78.1
27.13	191.2	87.8
26.75	185.4	81.4
27.09	174.1	77.9
29.23	182.4	92.8
28.88	185.1	93.2
33.01	177.8	89.9
30.57	191.6	101.3
31.24	184.2	91.9
24.95	194.7	102.6
27.35	173.3	102.9
24.62	188.9	104.6
24.98	182.4	82.6
26.22	192.4	101.0
26.04	189.9	81.8
26.45	189.7	99.3
25.25	179.3	80.9
27.77	194.9	107.0
35.16	194.7	98.6
37.10	190.8	85.4
34.51	195.7	106.9
29.28	192.2	86.9
32.14	182.7	82.1
23.94	186.4	75.3
27.45	194.6	88.8
28.77	196.7	91.6
23.58	187.9	86.8
27.56	178.8	86.0
24.01	198.1	83.1
26.52	185.4	84.9
35.54	188.7	93.7
29.43	178.5	85.1
29.90	187.6	93.1
32.70	191.0	92.9
28.80	186.4	99.2
32.82	182.5	95.0
24.36	177.1	78.1
32.68	189.0	89.6
31.59	188.8	95.8
33.32	184.4	85.8
32.97	178.3	96.6
32.72	187.8	104.3
22.55	185.5	76.3
27.45	177.9	84.3
36.14	186.6	103.6
38.23	184.5	83.9
31.14	200.5	109.9
34.71	197.2	102.7
26.13	191.5	95.4
24.43	196.8	79.1
23.76	203.7	105.2
26.92	192.2	90.8
25.85	186.8	97.2
30.16	185.9	88.7
25.03	195.9	101.8
24.21	194.4	126.1
26.51	195.9	98.5
26.36	194.0	104.5
30.88	195.8	108.7
32.57	185.3	82.7
37.68	193.2	99.7
37.25	186.0	77.9
35.25	178.9	98.7
33.95	185.3	86.8
32.66	199.0	101.7
26.68	180.4	99.3
25.18	180.2	80.5
31.39	178.8	87.2
33.74	181.5	89.0
31.42	188.0	93.5
27.50	179.8	74.8
24.25	188.1	81.3
29.78	182.3	87.4
30.00	180.7	100.0
33.09	184.9	97.3
25.96	186.9	84.1
23.34	185.7	86.9
29.98	185.7	93.1
38.28	182.6	92.4
27.12	186.8	89.9
24.97	192.1	89.7
24.34	191.5	95.8
29.49	191.3	98.2
24.02	191.2	90.0
24.73	191.1	92.5
42.30	180.9	94.7
29.54	186.7	85.4
29.95	180.4	94.3
29.24	185.9	91.7
30.30	194.0	95.1
40.77	195.7	105.6
38.85	185.9	103.8
22.31	188.3	95.7
25.44	194.0	99.1
21.78	203.3	95.0
22.64	193.3	92.5
26.11	192.3	95.5
27.55	198.5	101.9
24.63	193.6	76.1
23.58	181.9	85.7
30.73	177.6	90.3
32.17	206.5	107.5
30.43	185.7	100.9
23.27	191.2	77.4
32.51	176.5	88.1
25.08	179.8	87.1
22.41	184.9	68.4
27.90	181.2	99.9
34.74	186.4	89.7
30.79	174.0	85.8
25.71	179.2	83.0
29.26	174.3	82.9
21.58	182.7	91.8
33.36	175.9	79.1
24.94	194.7	99.6
20.90	185.8	101.7
21.52	195.4	86.5
25.85	191.6	89.1
27.27	183.7	98.6
26.75	190.5	85.2
36.03	184.0	90.3
30.52	197.6	91.7
32.55	185.9	88.1
29.86	183.5	95.7
29.58	182.9	80.0
30.02	200.6	99.9
29.16	193.1	107.2
22.30	177.7	82.4
22.06	193.5	87.7
25.65	193.6	88.4
25.49	185.1	86.3
27.86	198.5	104.2
23.73	190.8	85.7
31.78	184.8	89.8
23.06	173.9	85.8
26.60	193.4	87.2
29.39	185.8	91.4
26.51	188.5	91.1
25.08	181.9	82.8
25.76	188.6	91.7
22.52	189.2	81.3
25.57	185.1	99.1
25.43	190.5	84.4
34.65	186.3	91.4
22.68	191.8	98.7
21.46	191.8	93.5
26.27	188.2	93.6
23.47	193.4	85.5
23.10	177.0	77.5
29.14	182.7	73.4
29.77	187.3	98.3
23.85	187.2	79.6
28.88	185.1	93.7
24.49	204.2	90.5
25.19	187.2	97.1
27.48	184.9	90.5
28.31	182.3	85.8
26.54	188.6	81.1
26.77	179.0	92.5
23.75	194.8	99.1
26.41	180.6	86.2
36.47	178.0	97.7
26.06	196.1	107.7
27.55	192.2	86.2
31.28	188.6	90.0
29.04	187.1	82.5
32.95	183.0	90.7
26.65	193.7	94.5
27.50	191.8	109.0
30.90	177.0	84.6
29.09	179.2	74.1
36.67	179.8	85.5
23.44	185.9	84.4
29.09	185.1	78.5
22.89	171.8	69.7
25.48	187.6	96.1
25.84	183.5	77.4
27.20	178.6	80.3
25.22	181.8	99.9
24.67	183.1	94.2
39.25	187.3	93.4
32.17	190.0	91.3
33.61	189.0	102.4
32.77	187.2	93.6
29.83	193.9	88.5
31.02	209.3	108.9
29.73	187.6	68.5
28.48	189.6	89.9
26.51	179.1	96.8
26.00	183.2	90.7
23.36	181.7	91.0
25.90	187.7	85.6
28.50	190.6	93.9
25.62	193.3	85.1
30.94	177.3	73.3
26.59	187.9	97.2
22.78	185.7	83.2
32.26	194.1	91.2
30.35	192.4	85.7
33.26	180.6	94.7
32.35	194.3	84.0
27.30	193.1	99.3
32.08	185.9	87.2
25.25	183.3	92.3
25.03	187.1	92.6
26.89	190.4	99.7
24.69	181.0	79.0
22.44	182.1	72.5
30.36	179.6	86.5
26.27	187.0	91.6
29.50	184.2	104.0
29.75	178.8	92.9
38.30	180.9	100.1
39.75	183.7	81.0
32.84	181.6	89.3
26.66	194.6	78.7
26.60	200.8	113.8
24.94	186.6	85.7
27.76	191.8	103.5
23.66	188.7	85.4
24.96	192.6	90.5
23.65	194.4	85.1
29.42	186.2	100.3
32.18	196.4	106.1
26.66	189.3	82.4
27.47	190.9	82.2
25.66	187.7	82.4
35.13	183.1	91.0
31.15	183.2	106.3
35.67	185.8	82.9
29.60	189.6	100.2
30.14	200.3	101.9
24.53	191.0	91.2
24.49	193.6	94.1
26.28	181.9	91.0
24.06	189.6	95.6
35.88	183.8	86.4
30.42	182.8	79.8
30.09	187.5	102.3
26.50	180.7	82.2
24.94	175.3	88.9
29.60	192.1	89.4
32.43	184.7	79.0
37.16	188.1	84.2
30.57	200.1	109.0
27.01	189.5	94.7
30.23	179.6	81.1
26.03	195.3	87.3
28.23	186.5	101.6
38.76	195.2	124.6
23.62	193.8	88.2
25.21	188.6	82.1
25.45	192.6	93.0
26.24	178.0	86.6
30.15	187.6	104.5
29.80	198.2	103.2
33.41	195.3	100.2
30.95	186.3	90.1
31.17	197.4	112.4
30.95	193.7	85.8
29.44	197.8	94.3
27.14	185.8	111.2
26.21	192.1	114.5
24.08	188.0	72.8
23.96	196.2	86.6
24.94	191.4	99.3
29.56	181.9	76.8
26.42	181.8	88.8
23.92	174.8	70.4
25.23	182.0	85.4
35.82	175.6	91.5
23.87	195.5	99.4
32.57	188.7	94.9
25.79	195.8	104.0
31.47	177.9	86.6
22.61	175.9	72.3
24.85	188.9	84.3
27.33	179.8	81.5
26.67	176.1	82.0
37.43	181.2	90.7
29.31	173.8	79.8
29.85	189.9	72.9
27.93	188.7	101.3
31.62	189.6	94.7
30.55	187.3	89.2
24.77	180.0	90.3
28.38	189.5	94.6
35.02	181.6	102.5
33.77	180.3	80.0
27.97	188.0	94.4
27.85	187.8	108.1
23.26	197.3	85.0
25.38	193.8	117.3
23.35	187.7	83.6
25.45	198.6	101.2
26.49	187.9	91.9
24.00	180.7	89.7
24.16	179.4	76.3
28.10	175.5	91.2
25.65	188.8	92.7
28.58	192.3	83.6
32.27	197.8	93.8
29.86	196.3	110.9
25.14	186.2	99.0
23.03	189.3	96.4
30.25	185.3	99.0
30.67	188.7	83.1
27.73	184.4	80.4
23.34	182.4	77.8
25.94	189.7	81.9
31.56	189.7	91.1
34.85	195.0	94.6
23.98	183.7	79.9
23.14	192.6	100.5
28.99	181.1	93.4
25.02	189.5	82.1
29.85	180.3	94.4
27.03	191.9	87.5
25.15	196.4	89.9
27.12	200.0	89.9
31.63	189.1	73.9
32.62	177.3	81.9
39.79	188.6	100.8
34.47	175.3	87.5
23.47	186.9	92.9
25.31	180.8	78.2
27.10	203.2	109.3
24.35	183.2	94.3
23.45	177.2	88.4
28.24	193.3	89.6
28.77	190.8	93.0
26.53	180.6	87.4
25.64	186.7	85.3
25.83	198.2	78.2
38.06	191.6	109.8
36.38	190.5	90.0
25.27	182.7	92.6
27.20	180.7	79.0
31.59	196.9	113.5
29.56	197.5	99.7
35.50	178.2	101.1
30.35	190.4	96.1
24.11	186.6	88.3
23.29	183.4	82.5
31.48	198.2	111.7
27.23	179.3	78.9
24.07	177.0	81.5
28.68	180.8	98.6
27.05	176.1	79.3
31.15	180.5	81.2
31.85	176.9	87.9
31.68	183.3	104.2
34.23	198.2	105.3
32.01	184.2	92.8
25.41	179.2	96.7
24.73	195.5	87.5
25.66	187.6	81.7
24.50	198.2	94.1
24.38	192.3	81.0
26.89	190.6	87.1
24.20	193.3	82.4
26.97	199.6	86.0
25.21	190.7	87.2
30.46	187.0	100.5
28.53	191.3	95.9
25.75	189.7	115.0
31.15	187.6	87.1
26.48	190.8	103.5
26.93	186.1	89.9
29.55	183.9	93.9
34.75	184.9	94.4
29.71	199.3	101.4
29.83	185.2	97.7
33.57	189.2	99.9
28.21	185.8	93.5
27.54	201.6	91.8
26.05	194.5	99.9
23.64	174.8	89.0
24.82	182.2	102.5
29.80	172.3	84.0
34.71	194.7	111.0
29.22	182.1	84.5
23.96	179.7	83.1
23.87	180.5	78.5
26.77	191.2	89.8
23.49	190.0	81.0
26.77	187.6	85.4
24.51	187.5	102.5
33.23	181.0	90.3
31.04	184.9	94.7
32.02	187.2	110.3
31.44	189.1	96.7
43.47	202.7	105.9
28.38	190.4	74.3
27.81	183.2	104.2
24.57	177.5	94.5
23.34	184.3	114.5
27.09	185.5	87.2
25.14	185.1	86.7
27.07	193.3	91.1
24.02	182.9	96.9
27.60	193.3	114.4
27.99	190.3	104.7
27.56	185.0	82.1
28.63	182.6	96.8
30.99	194.3	99.6
26.33	193.4	81.1
26.97	176.4	90.4
22.85	180.5	77.4
23.19	184.2	88.2
23.87	191.7	95.6
33.98	190.9	90.0
28.26	191.3	98.7
29.12	173.3	75.3
26.18	177.0	82.2
28.03	183.9	90.3
23.08	192.6	90.7
26.24	183.5	76.1
26.63	190.4	100.8
24.21	184.9	100.3
23.01	181.0	80.5
23.13	196.3	89.8
23.08	204.4	108.1
25.13	192.8	109.2
24.66	188.9	84.0
26.03	195.1	95.3
28.70	202.3	99.0
25.57	192.1	90.1
24.65	197.1	88.7
25.55	178.1	99.3
22.27	187.2	103.4
24.76	190.3	77.3
23.98	184.0	99.2
27.85	186.5	105.4
22.14	184.9	74.5
27.05	191.2	91.9
31.45	179.8	87.0
32.03	189.7	95.1
29.95	186.2	93.5
23.47	194.8	90.0
37.21	180.3	94.6
25.67	182.4	84.5
34.69	175.2	88.7
30.04	178.7	91.3
32.52	181.3	92.2
24.15	180.3	88.0
26.86	182.7	81.9
27.94	170.6	91.5
26.63	181.6	84.1
27.31	203.8	108.4
30.55	182.1	84.6
40.68	182.1	100.3
37.27	186.1	93.2
25.78	188.2	93.7
30.98	179.0	82.1
28.41	190.8	91.0
30.01	197.8	85.7
31.57	185.7	94.2
28.81	205.5	108.6
24.09	181.1	80.6
26.47	193.0	103.6
30.50	186.1	89.0
23.74	193.5	98.0
24.49	188.3	87.0
26.73	191.0	88.1
27.01	190.1	97.6
39.75	191.2	96.6
27.16	189.4	100.5
25.74	198.9	99.6
37.43	193.6	105.1
39.85	178.2	87.5
28.62	175.9	85.6
23.90	176.1	88.2
25.18	187.2	95.8
33.53	184.2	91.6
33.03	177.1	78.1
31.35	179.6	82.8
22.39	192.6	91.9
27.99	183.7	79.8
27.22	196.5	94.4
27.49	190.9	85.5
27.53	186.5	82.6
26.26	178.7	82.2
25.18	186.0	73.2
27.12	193.2	106.8
27.69	184.8	90.0
25.69	182.7	94.9
36.32	191.5	101.5
28.11	170.8	81.7
31.21	181.1	87.3
30.80	182.0	89.1
30.21	184.8	93.1
28.06	190.8	92.3
26.52	194.5	76.8
23.10	189.9	89.9
25.02	207.4	114.1
26.14	198.2	91.8
25.38	190.8	100.2
27.60	198.2	90.3
25.50	176.7	85.2
24.24	190.4	76.1
23.32	183.9	86.7
31.56	193.7	98.9
34.19	199.8	97.4
36.78	187.4	94.0
27.73	190.3	97.3
34.88	177.3	84.8
31.00	193.0	106.6
48.52	183.1	86.0
34.68	194.4	105.0
37.38	172.9	88.9
24.33	177.5	77.0
37.30	185.4	86.0
23.72	177.1	72.7
24.19	176.8	90.8
25.70	181.6	89.6
29.06	177.4	85.8
33.48	173.1	80.6
29.85	184.6	85.4
34.30	187.9	91.6
40.66	184.8	100.3
21.90	180.2	84.4
27.39	180.8	107.8
23.13	204.6	87.0
35.35	174.3	81.6
40.93	187.7	85.0
33.67	181.6	96.3
37.39	184.3	100.8
27.97	183.5	98.4
25.54	184.1	87.3
25.81	192.2	86.7
22.53	189.5	79.7
22.86	186.3	81.8
24.07	187.5	96.9
29.50	183.9	94.8
30.03	188.8	91.2
27.38	179.6	86.9
30.51	172.8	83.7
28.30	199.3	100.0
29.84	191.6	77.3
33.41	188.8	87.4
33.60	193.7	92.3
35.60	186.5	89.2
24.19	195.7	94.9
37.88	182.4	86.8
27.56	191.4	85.4
24.42	176.5	81.8
31.05	190.1	100.2
31.56	181.3	87.2
35.55	186.8	83.4
41.21	179.1	82.9
27.12	182.6	85.8
26.97	179.5	81.9
28.92	179.0	85.2
30.06	183.9	77.6
31.51	193.0	95.9
30.69	192.0	108.2
30.19	188.3	99.9
38.11	177.7	81.7
28.68	184.0	95.5
27.44	191.4	94.6
24.63	178.3	88.6
28.11	182.1	72.3
28.90	182.1	82.7
24.11	182.7	91.9
40.53	178.7	90.7
29.50	180.0	83.2
28.62	185.4	111.7
26.42	186.8	85.2
30.18	192.5	94.1
33.75	196.7	90.1
30.06	180.4	90.5
29.22	187.2	101.5
24.47	181.1	98.3
24.94	188.7	107.8
28.77	181.7	77.0
28.54	191.8	100.7
27.32	190.7	71.7
35.12	184.2	86.6
24.04	183.5	92.3
36.39	185.7	100.0
22.81	185.2	91.2
33.60	183.0	86.0
38.98	184.8	95.4
34.39	187.4	86.1
33.15	176.1	90.0
29.35	183.0	75.4
26.59	196.8	85.5
23.46	183.7	84.6
22.43	198.7	103.2
24.89	187.3	94.3
24.67	167.8	95.7
26.17	186.5	79.0
29.54	180.7	81.4
39.49	182.9	91.5
34.08	197.2	94.1
30.52	183.7	90.8
28.77	198.3	114.1
33.75	192.7	95.9
32.69	199.7	103.5
22.59	180.5	111.0
37.04	190.1	91.9
22.70	198.3	109.5
25.60	179.5	90.6
27.23	186.2	98.2
25.74	190.0	80.6
30.29	188.2	94.3
26.72	190.0	76.9
33.90	193.9	97.7
29.86	193.1	97.5
36.13	182.2	90.7
27.54	182.1	90.6
31.49	181.6	99.0
28.10	179.6	77.9
34.07	183.3	89.7
27.28	189.1	104.5
30.80	195.0	105.9
28.20	180.9	82.2
27.90	174.3	87.2
28.26	171.8	75.8
30.96	175.1	86.4
24.18	181.4	82.6
27.52	188.0	82.0
27.78	190.1	96.9
26.25	169.5	73.3
29.50	181.2	92.4
30.39	192.6	101.9
28.66	187.2	91.9
23.18	195.2	80.0
25.81	189.9	76.3
23.01	192.6	86.9
31.72	192.3	109.6
44.28	188.9	80.2
36.91	191.5	103.5
26.54	190.9	100.6
29.27	185.0	89.8
30.51	183.9	76.0
31.28	189.1	88.2
26.51	204.0	85.4
34.87	200.0	114.4
39.28	178.3	87.0
28.56	184.9	86.2
27.82	197.5	86.1
25.94	187.1	76.5
28.53	176.5	71.8
22.11	178.4	67.0
27.71	194.8	101.3
37.38	184.8	99.8
30.67	186.1	95.8
30.48	184.0	94.5
27.12	172.9	80.9
22.81	177.3	116.8
24.46	180.7	89.1
34.73	181.5	87.1
36.53	183.0	83.2
24.53	185.4	80.8
27.17	180.6	87.3
26.90	179.3	89.4
33.67	192.0	99.9
29.14	187.7	102.3
32.61	186.4	95.3
33.87	185.3	91.5
24.41	178.5	84.6
24.94	192.6	89.7
27.36	189.3	94.2
26.33	182.6	90.1
25.72	188.7	89.2
28.70	191.6	102.4
28.53	185.4	94.7
26.07	195.1	86.4
27.31	186.5	96.5
23.26	194.2	86.4
28.62	191.1	98.0
32.16	184.3	100.1
38.43	184.5	85.4
31.81	189.9	106.8
29.10	195.2	96.0
31.28	196.8	91.0
29.17	191.2	84.5
25.89	189.1	94.2
26.13	198.2	105.7
29.13	190.9	86.0
28.92	187.5	97.2
26.01	185.8	98.0
24.81	192.4	100.1
28.79	177.3	82.5
33.77	185.5	84.4
33.85	187.2	90.0
27.36	175.1	96.0
26.01	178.7	99.2
29.95	182.7	83.9
28.12	191.0	104.5
32.87	179.6	94.3
31.20	192.1	88.3
34.14	184.2	90.0
36.11	182.1	91.9
25.60	186.1	90.0
26.31	192.1	91.4
27.50	184.0	86.9
27.77	210.0	114.3
40.88	188.4	84.6
25.75	184.4	82.3
31.41	182.3	77.4
30.84	181.1	81.3
30.57	196.4	94.0
39.79	189.6	106.6
39.38	185.7	98.4
29.42	188.6	111.6
26.19	186.4	99.9
23.74	181.1	83.9
26.03	192.8	103.7
28.59	196.0	85.4
26.77	187.6	90.4
27.21	190.3	82.7
24.87	191.5	85.6
30.26	181.7	88.5
22.34	188.2	81.7
26.20	192.7	103.8
28.45	192.5	101.3
27.63	178.0	73.2
25.93	187.1	80.1
28.94	179.4	92.1
26.80	180.7	84.1
22.42	190.4	95.0
27.26	193.7	82.7
28.38	191.0	86.9
25.23	180.8	91.7
28.16	189.7	115.9
28.48	188.2	86.8
26.78	191.4	100.4
25.24	174.5	74.2
27.45	197.8	92.2
29.05	181.8	89.9
29.08	189.3	94.8
25.84	182.2	84.2
25.40	192.5	97.5
26.54	193.8	76.2
22.73	194.2	107.6
28.53	196.2	95.5
25.37	183.1	76.3
25.35	186.7	81.1
26.43	185.4	76.0
25.43	193.6	86.7
29.23	178.1	69.1
30.22	190.1	103.3
32.30	190.4	93.2
28.42	208.9	116.9
25.24	194.9	111.5
29.13	185.8	85.2
24.63	187.9	94.9
24.95	187.5	88.8
28.06	184.6	96.2
25.86	187.4	96.7
27.32	189.1	81.1
25.91	178.9	90.8
26.63	189.8	110.5
25.95	181.9	90.1
29.17	182.9	87.7
29.19	180.2	87.6
28.44	190.0	91.5
26.36	186.8	86.8
28.29	186.5	93.0
29.45	182.5	85.9
25.34	175.5	84.4
26.86	178.5	76.1
26.36	181.1	88.5
27.39	188.1	100.3
25.84	185.2	90.9
25.08	195.9	99.0
23.87	194.0	92.8
24.68	186.3	102.6
24.64	189.8	94.3
29.19	194.2	97.0
28.84	195.8	101.3
25.33	177.8	76.7
24.45	181.4	85.3
28.32	190.0	94.8
32.34	196.1	105.3
34.97	177.1	94.2
32.04	191.2	91.1
23.49	188.5	108.4
26.09	193.3	106.3
26.41	193.6	100.8
26.55	181.9	89.7
24.62	194.3	86.6
28.49	185.5	76.2
32.61	181.7	98.8
28.06	179.6	100.8
28.08	196.0	95.7
37.34	188.1	98.0
35.25	168.9	89.1
24.77	184.1	79.1
39.85	177.9	79.0
35.49	187.6	84.7
31.84	191.1	94.0
26.67	187.6	96.2
34.75	178.9	82.2
28.91	178.9	81.9
32.73	184.2	88.5
35.72	187.6	99.2
42.60	190.8	102.6
26.22	184.6	86.9
21.85	184.2	91.7
24.28	187.2	73.7
22.41	194.1	98.9
32.56	189.3	100.1
32.74	185.8	94.3
26.39	194.0	95.9
28.80	193.2	96.7
28.20	191.5	88.3
26.52	189.8	91.4
34.52	181.3	98.6
34.32	196.5	104.6
26.98	200.7	108.7
28.86	190.8	94.6
24.96	187.2	92.3
25.30	193.9	94.6
27.06	191.6	83.4
25.44	188.0	85.8
25.53	188.8	77.2
34.87	187.3	94.4
24.63	180.3	102.6
27.99	189.9	86.9
27.12	187.3	101.5
31.14	188.8	83.3
30.21	170.2	82.6
32.11	163.9	74.8
31.91	186.9	108.2
34.44	189.2	98.7
36.68	190.5	96.7
37.66	176.6	72.8
30.98	190.2	97.4
27.07	181.5	78.9
29.11	185.6	93.9
25.82	190.3	94.9
25.50	200.0	92.1
29.57	197.5	93.4
25.37	182.3	97.6
33.99	194.4	81.6
29.86	185.9	91.4
31.84	195.0	103.6
38.31	193.3	95.0
34.48	190.7	104.2
36.88	181.3	85.8
32.34	191.8	99.9
31.58	179.1	81.5
28.89	188.5	92.9
25.08	190.8	85.9
25.73	182.1	81.8
25.19	189.9	94.1
31.01	184.9	85.5
27.92	181.7	88.7
24.63	174.9	102.0
27.99	186	86
27.12	185.8	102.2
31.14	187.2	83.7
30.21	172.4	81.7
32.11	164.2	74.9
31.91	197.5	108.7
34.44	192	99.8
36.68	185.4	96.1
37.66	180.3	73.9
30.98	185.3	97.6
27.07	178.5	79.3
29.11	188.7	93
25.82	194.9	95.3
25.5	200.9	92.9
29.57	195	94.3
25.37	184.6	97.3
33.99	196.7	81.5
29.86	191.7	90.9
31.84	195.2	104.2
38.31	190.7	95.6
34.48	185.4	104.5
36.88	172	86
32.34	193.5	99.6
31.58	186.3	81.9
28.89	188.3	93
25.08	190.4	86
25.73	182	81.5
25.19	195.6	93.1
31.01	194.1	86.3
27.92	191	88.5
